176,1.371,290,799
177,1.337,296,804
178,1.304,302,809
179,1.272,307,814
180,1.245,311,818
181,1.224,315,821
182,1.205,318,824
183,1.19,320,826
184,1.176,323,829
185,1.164,325,831
186,1.152,327,833
187,1.139,329,835
188,1.125,331,837
189,1.108,334,840
190,1.091,337,842
191,1.074,339,844
192,1.06,341,846
193,1.048,343,848
194,1.039,344,850
195,1.033,345,851
196,1.028,345,853
197,1.026,346,854
198,1.023,345,855
199,1.02,345,856
200,1.018,344,858
201,1.016,343,859
202,1.015,343,860
203,1.016,342,860
204,1.018,341,860
205,1.02,341,861
206,1.022,340,861
207,1.022,339,862
208,1.022,337,863
209,1.021,336,864
210,1.019,336,866
211,1.019,335,867
212,1.018,334,868
213,1.018,333,868
214,1.019,332,868
215,1.02,331,869
216,1.02,330,869
217,1.021,329,869
218,1.022,328,869
219,1.023,327,869
220,1.024,326,870
221,1.025,325,870
222,1.026,324,870
223,1.027,323,870
224,1.028,322,870
225,1.029,321,871
226,1.03,320,871
227,1.029,320,872
228,1.028,319,872
229,1.027,319,872
230,1.026,319,873
231,1.024,318,873
232,1.022,318,873
233,1.021,318,874
234,1.02,317,874
235,1.018,317,874
236,1.017,317,875
237,1.015,317,875
238,1.014,316,875
239,1.012,316,876
240,1.011,316,876
241,1.01,315,876
242,1.008,315,877
243,1.006,315,877
244,1.005,315,877
245,1.004,315,878
246,1.002,315,878
247,1.002,315,878
248,1.001,315,879
249,1.0,315,879
250,1.0,315,879
251,1.0,315,880
252,1.0,315,880
253,1.0,315,880
254,1.0,315,880
255,1.0,315,880
256,1.0,315,880
257,1.0,315,880
258,1.0,315,880
259,1.0,315,880
260,1.0,315,880
261,1.0,315,880
262,1.0,315,880
263,1.0,315,880
264,1.0,315,880
265,1.0,315,880
266,1.0,315,880
267,1.0,315,880
268,1.0,315,880
269,1.0,315,880
270,1.0,315,880
271,1.0,315,880
272,1.0,315,880
273,1.0,315,880
274,1.0,315,880
275,1.0,315,880
276,1.0,315,880
277,1.0,315,880
278,1.0,315,880
279,1.0,315,880
280,1.0,315,880
281,1.0,315,880
282,1.0,315,880
283,1.0,315,880
284,1.0,315,880
285,1.0,315,880
286,1.0,315,880
287,1.0,315,880
288,1.0,315,880
289,1.0,315,880
