0,1.0,315,880
1,1.0,315,880
2,1.0,315,880
3,1.0,315,880
4,1.0,315,880
5,1.0,315,880
6,1.0,315,880
7,1.0,315,880
8,1.0,315,880
9,1.0,315,880
10,1.0,315,880
11,1.0,315,880
12,1.0,315,880
13,1.0,315,880
14,1.0,315,880
15,1.0,315,880
16,1.0,315,880
17,1.0,315,880
18,1.0,315,880
19,1.0,315,880
20,1.0,315,880
21,1.0,315,880
22,1.0,315,880
23,1.0,315,880
24,1.0,315,880
25,1.0,315,880
26,1.0,315,880
27,1.0,315,880
28,1.0,315,880
29,1.0,315,880
30,1.0,315,880
31,1.0,315,880
32,1.0,315,880
33,1.0,315,880
34,1.0,315,880
35,1.0,315,880
36,1.0,315,880
37,1.0,315,880
38,1.0,315,880
39,1.0,315,880
40,1.0,315,880
41,1.0,315,880
42,1.0,315,880
43,1.0,315,880
44,1.0,315,880
45,1.002,314,879
46,1.01,313,878
47,1.022,310,875
48,1.039,307,872
49,1.055,304,869
50,1.066,302,867
51,1.07,302,866
52,1.07,302,866
53,1.067,303,866
54,1.064,304,866
55,1.061,305,866
56,1.058,306,867
57,1.055,307,867
58,1.052,308,867
59,1.049,309,868
60,1.046,310,868
61,1.043,311,868
62,1.04,312,869
63,1.037,313,869
64,1.034,314,869
65,1.03,315,870
66,1.028,316,870
67,1.025,317,870
68,1.022,318,871
69,1.019,320,871
70,1.016,321,871
71,1.015,322,872
72,1.014,323,871
73,1.014,324,871
74,1.015,325,870
75,1.016,325,869
76,1.018,326,868
77,1.019,326,868
78,1.02,327,867
79,1.022,327,866
80,1.023,328,865
81,1.024,328,864
82,1.026,329,863
83,1.027,330,862
84,1.028,330,862
85,1.03,331,861
86,1.031,331,860
87,1.032,332,859
88,1.032,332,859
89,1.032,333,859
90,1.031,334,859
91,1.03,336,859
92,1.028,337,859
93,1.026,339,859
94,1.024,340,858
95,1.023,341,858
96,1.021,343,858
97,1.02,344,857
98,1.019,345,856
99,1.018,346,855
100,1.019,346,854
101,1.022,345,853
102,1.027,344,852
103,1.035,343,850
104,1.047,341,848
105,1.063,339,846
106,1.082,337,843
107,1.104,334,840
108,1.124,331,837
109,1.14,329,835
110,1.155,327,833
111,1.168,325,831
112,1.182,323,829
113,1.196,320,827
114,1.21,318,825
115,1.226,316,822
116,1.243,312,820
117,1.264,309,816
118,1.29,304,811
119,1.322,298,806
120,1.358,291,801
121,1.397,284,795
122,1.435,277,790
123,1.472,269,785
124,1.508,262,780
125,1.543,256,774
126,1.579,249,769
127,1.616,242,763
128,1.654,235,758
129,1.693,227,751
130,1.733,220,745
131,1.773,212,739
132,1.814,204,732
133,1.856,195,726
134,1.9,187,719
135,1.944,178,711
136,1.99,169,704
137,2.037,160,697
138,2.084,151,690
139,2.131,142,683
140,2.174,133,677
141,2.214,125,671
142,2.249,117,665
143,2.282,110,659
144,2.314,102,653
145,2.344,95,647
146,2.37,90,642
147,2.387,86,638
148,2.393,84,637
149,2.387,85,636
150,2.371,89,637
151,2.349,94,639
152,2.322,100,643
153,2.292,106,650
154,2.259,113,658
155,2.224,120,665
156,2.188,127,673
157,2.15,134,678
158,2.108,143,685
159,2.06,152,692
160,2.008,163,701
161,1.954,174,710
162,1.902,185,719
163,1.856,195,726
164,1.816,204,733
165,1.778,211,739
166,1.743,219,744
167,1.708,227,749
168,1.672,234,754
169,1.634,241,760
170,1.595,247,766
171,1.556,254,772
172,1.517,262,777
173,1.479,269,783
174,1.442,277,789
175,1.406,284,794
